BO_Code,Month,WFYP,NOP
AFI521,2026-03,4950246.22,38
AFI521,2026-04,105867.01,4
AFI521,2026-05,235671.13,4
AFI521,2026-06,-60670.87,1
AFI526,2026-02,223973.84,6
AFI526,2026-03,229545.4,6
AFI526,2026-04,3207.67,1
AFI526,2026-05,21373.27,1
AFI526,2026-06,3207.67,0
AFI981,2025-08,176127.0,2
AFI981,2025-09,88376.75,2
AFI981,2025-10,45500.0,1
AFI981,2025-11,828624.0,3
AFI981,2025-12,50942.86,2
AFI981,2026-01,4428.28,0
AFI981,2026-02,263078.0,4
AFI981,2026-03,397407.8,6
AFI981,2026-05,153400.78,2
AFL185,2026-01,421801.6,6
AFL185,2026-02,76800.0,4
AFL185,2026-03,969329.18,18
AFL185,2026-04,110953.0,3
AFL185,2026-05,628742.85,3
AFL185,2026-06,348646.5,5
AFL920,2026-05,30312.0,1
AFL925,2025-07,235954.0,4
AFL925,2025-08,50520.0,1
AFL925,2025-12,182280.0,5
AFL925,2026-01,106094.46,6
AFL925,2026-02,721289.65,10
AFL925,2026-03,554450.0,14
AFL925,2026-04,101040.0,1
AFL925,2026-05,64869.6,4
AFL925,2026-06,10159.0,1
AFO488,2026-04,-2786.72,0
AFQ852,2026-01,404947.7,8
AFQ852,2026-02,60588.0,2
AFQ852,2026-03,591514.54,12
AFQ852,2026-04,195211.52,4
AFQ852,2026-05,2672.52,0
AFQ852,2026-06,35343.0,2
AFR976,2026-01,192290.45,4
AFR976,2026-02,84445.2,4
AFR976,2026-03,365681.16,6
AFR976,2026-04,14094.06,1
AFR976,2026-05,103058.84,3
AFR976,2026-06,100995.0,2
AFR978,2026-04,3985.78,0
AFR978,2026-05,14002.55,1
AFR978,2026-06,400800.0,1
AFR995,2026-03,821616.08,12
AFR995,2026-04,36858.0,2
AFR995,2026-05,606253.1,4
AFR995,2026-06,193833.72,1
AFS525,2026-06,1011679.9,10
AFS528,2026-02,142581.22,4
AFS528,2026-03,278706.63,8
AFS528,2026-04,155874.71,2
AFS528,2026-05,-86340.62,1
AFS528,2026-06,641500.88,2
AFT012,2026-02,509895.95,8
AFT012,2026-03,846126.8,10
AFT012,2026-04,796070.1,3
AFT012,2026-05,118017.0,3
AFT012,2026-06,132216.1,3
AFT744,2025-07,30351.0,1
AFT744,2025-08,74932.9,3
AFT744,2025-09,109394.1,5
AFT744,2025-10,25200.0,1
AFT744,2025-11,329776.0,6
AFT744,2025-12,249263.6,6
AFT744,2026-01,265699.8,8
AFT744,2026-02,178225.6,4
AFT744,2026-03,630563.4,10
AFT744,2026-04,40000.0,0
AFT744,2026-05,119220.38,3
AFT744,2026-06,-10307.0,1
AFT825,2025-07,327762.5,1
AFT825,2025-08,403339.0,2
AFT825,2025-09,270208.88,2
AFT825,2025-11,851322.13,3
AFT825,2025-12,698711.9,2
AFT825,2026-01,97211.1,2
AFT825,2026-02,288082.08,4
AFT825,2026-03,948255.4,10
AFT825,2026-04,119250.0,1
AFT825,2026-05,59963.68,1
AFT825,2026-06,61068.78,1
AFT832,2025-07,219332.0,4
AFT832,2025-08,261910.8,2
AFT832,2025-09,186720.5,3
AFT832,2025-10,34838.1,1
AFT832,2025-11,162577.8,4
AFT832,2025-12,272131.7,5
AFT832,2026-01,-11061.6,2
AFT832,2026-02,908736.0,10
AFT832,2026-03,120013.6,4
AFT832,2026-05,20206.0,1
AFT833,2025-07,90530.0,2
AFT833,2025-08,65153.85,2
AFT833,2025-09,15144.0,1
AFT833,2025-10,40348.0,1
AFT833,2025-11,105921.71,3
AFT833,2025-12,114403.84,4
AFT833,2026-01,171690.0,6
AFT833,2026-02,283687.2,10
AFT833,2026-03,410986.8,8
AFT833,2026-04,-6809.4,1
AFT833,2026-05,138388.7,2
AFT833,2026-06,25758.0,2
AFT842,2026-03,1069883.22,18
AFT842,2026-04,-160295.06,3
AFT842,2026-05,151739.69,3
AFT842,2026-06,122412.19,1
AFT848,2026-03,1515325.92,20
AFT848,2026-04,344524.93,4
AFT848,2026-05,851067.97,6
AFT848,2026-06,195050.64,3
AFV316,2025-07,-29947.94,1
AFV316,2025-08,-5000.0,1
AFV316,2025-09,100000.0,1
AFV316,2025-10,1127649.0,3
AFV316,2025-11,89458.38,4
AFV316,2025-12,198100.5,2
AFV316,2026-01,199524.27,10
AFV316,2026-02,1026059.0,16
AFV316,2026-03,60954.0,4
AFV316,2026-04,32508.8,2
AFV316,2026-05,151418.98,3
AFV316,2026-06,20318.0,3
AFV329,2026-04,26051.83,1
AFV329,2026-05,221638.39,2
AFV329,2026-06,87985.49,1
AFV593,2026-04,729479.4,3
AFV593,2026-05,647765.72,1
AFV593,2026-06,170000.0,2
AFV594,2026-04,179047.45,4
AFV594,2026-05,382123.06,6
AFV594,2026-06,173740.45,2
AFX825,2025-07,57500.0,1
AFX825,2025-08,1020000.0,3
AFX825,2025-09,84000.0,1
AFX825,2025-10,35304.5,1
AFX825,2025-11,88462.86,2
AFX825,2025-12,135055.64,2
AFX825,2026-01,260033.55,4
AFX825,2026-02,591578.0,8
AFX825,2026-03,249345.69,4
AFX825,2026-05,97346.5,8
AFX825,2026-06,52000.0,1
AFX828,2026-04,32810.24,1
AFX828,2026-05,319209.9,6
AFX828,2026-06,125726.33,2
AFX829,2026-02,545045.26,8
AFX829,2026-03,1453806.66,16
AFX829,2026-04,130268.34,3
AFX829,2026-05,313236.88,3
AFX829,2026-06,97943.3,2
AFX832,2025-07,15144.0,1
AFX832,2025-09,301930.2,3
AFX832,2025-10,40656.53,1
AFX832,2025-11,157897.2,4
AFX832,2025-12,316698.77,4
AFX832,2026-01,296378.76,6
AFX832,2026-02,727010.1,8
AFX832,2026-03,249451.08,6
AFX832,2026-04,122022.58,3
AFX832,2026-05,53367.6,2
AFX832,2026-06,143651.76,2
AFX837,2025-07,10611.3,1
AFX837,2025-08,406441.84,3
AFX837,2025-09,13160.0,1
AFX837,2025-11,24292.8,1
AFX837,2025-12,1383472.0,1
AFX837,2026-02,152.1,0
AFX837,2026-03,2634.99,2
AFX837,2026-04,878.33,1
AFX837,2026-05,-1748.23,0
AFX837,2026-06,410611.3,2
AFY036,2025-08,31833.9,2
AFY036,2025-09,10611.3,1
AFY036,2025-10,123079.53,5
AFY036,2025-11,118862.29,5
AFY036,2025-12,68386.34,4
AFY036,2026-01,6664.38,0
AFY036,2026-02,394707.04,6
AFY036,2026-03,481393.38,8
AFY036,2026-04,13610.27,1
AFY036,2026-05,14148.4,1
AFY040,2026-05,55482.58,4
AFY040,2026-06,846.58,0
AFY792,2025-07,32171.15,1
AFY792,2025-08,360966.3,2
AFY792,2025-09,318573.23,3
AFY792,2025-10,26250.0,1
AFY792,2025-11,1082745.64,4
AFY792,2025-12,63841.52,2
AFY792,2026-01,92694.4,6
AFY792,2026-03,692693.5,10
AFY792,2026-05,15446.88,1
AFY792,2026-06,17999.25,1
AFY804,2026-04,214648.96,3
AFY804,2026-05,207315.16,5
AFY804,2026-06,158184.04,3
AFZ976,2025-11,243212.58,4
AFZ976,2025-12,736527.34,5
AFZ976,2026-01,240041.76,2
AFZ976,2026-02,286360.67,6
AFZ976,2026-03,668250.18,10
AFZ976,2026-04,-36718.92,1
AFZ976,2026-05,18789.03,2
AFZ976,2026-06,25122.38,1
AGA594,2025-08,116081.0,1
AGA594,2025-09,217810.8,4
AGA594,2025-10,230000.0,2
AGA594,2025-11,116108.6,2
AGA594,2025-12,50498.17,2
AGA594,2026-01,133293.6,4
AGA594,2026-03,66646.8,2
AGA594,2026-04,90864.0,2
AGA594,2026-05,106035.0,3
AGA594,2026-06,74616.06,1
AGA905,2026-02,275174.42,10
AGA905,2026-03,2946074.36,16
AGA905,2026-04,241830.04,5
AGA905,2026-05,-23460.0,1
AGA905,2026-06,850560.6,5
AGA915,2025-07,50585.0,2
AGA915,2025-09,300441.28,7
AGA915,2025-10,73836.67,1
AGA915,2025-11,250300.76,4
AGA915,2025-12,238886.17,2
AGA915,2026-01,72182.34,2
AGA915,2026-02,242606.0,4
AGA915,2026-03,645680.34,6
AGA915,2026-04,14195.85,0
AGA915,2026-05,155567.85,2
AGA915,2026-06,75282.0,2
AGA919,2026-04,107315.18,3
AGA919,2026-05,90004.6,3
AGA919,2026-06,-653.77,1
AGA932,2026-06,50523.0,2
AGB071,2025-07,30342.0,1
AGB071,2025-08,79600.0,2
AGB071,2025-09,40644.45,1
AGB071,2025-10,129417.49,2
AGB071,2025-11,144000.0,1
AGB071,2025-12,159015.21,2
AGB071,2026-01,627057.9,6
AGB071,2026-02,101040.0,2
AGB071,2026-03,95527.08,2
AGB071,2026-05,31303.8,1
AGC684,2026-05,13629.6,1
AGC819,2026-05,123838.17,1
AGC819,2026-06,10611.3,1
AGF903,2025-07,110945.0,3
AGF903,2025-08,281746.96,2
AGF903,2025-09,232475.0,2
AGF903,2025-10,70672.0,2
AGF903,2025-11,119642.4,3
AGF903,2025-12,389894.4,3
AGF903,2026-01,210291.3,6
AGF903,2026-02,837245.3,6
AGF903,2026-03,273577.99,6
AGF903,2026-04,50000.0,1
AGF903,2026-05,27259.2,1
AGF903,2026-06,50520.0,1
AGF922,2026-02,150184.96,2
AGF922,2026-03,835971.12,6
AGF922,2026-04,41288.48,1
AGF922,2026-05,27944.48,1
AGF922,2026-06,6692.48,0
AGF935,2025-08,151770.0,2
AGF935,2025-09,151462.5,2
AGF935,2025-11,182862.0,1
AGF935,2025-12,517582.17,6
AGF935,2026-01,4494.29,0
AGF935,2026-02,256895.29,6
AGF935,2026-03,940669.69,12
AGF935,2026-04,-23153.5,1
AGF935,2026-05,292296.29,4
AGF935,2026-06,100884.0,2
AGF943,2026-04,420799.48,3
AGF943,2026-05,414706.57,1
AGF943,2026-06,661550.36,4
AGG198,2025-07,58063.5,1
AGG198,2025-08,112504.78,1
AGG198,2025-09,10611.3,1
AGG198,2025-10,17412.15,1
AGG198,2025-11,58063.5,1
AGG198,2026-01,27288.9,2
AGG198,2026-03,374872.8,6
AGG198,2026-04,16161.6,1
AGG198,2026-05,10611.3,1
AGG198,2026-06,15138.0,1
AGG202,2025-07,1093948.25,6
AGG202,2025-08,-65199.0,1
AGG202,2025-09,397340.5,5
AGG202,2025-10,389530.25,5
AGG202,2025-11,392385.0,4
AGG202,2025-12,282385.0,2
AGG202,2026-01,551843.03,4
AGG202,2026-02,51400.0,2
AGG202,2026-03,161932.0,2
AGG202,2026-06,35528.5,1
AGH052,2025-08,38143.75,2
AGH052,2025-09,69676.2,1
AGH052,2025-11,60738.0,2
AGH052,2025-12,711130.0,1
AGH052,2026-01,121332.0,2
AGH052,2026-02,1010.9,2
AGH052,2026-03,3585388.33,12
AGH052,2026-05,425000.0,1
AGH052,2026-06,-153777.4,2
AGH060,2026-04,60588.0,2
AGH060,2026-05,85490.0,3
AGH060,2026-06,80784.0,2
AGH065,2026-04,165805.0,3
AGH065,2026-05,285576.23,6
AGH065,2026-06,141262.76,2
AGH445,2026-05,117850.64,1
AGH445,2026-06,13545.28,0
AGH450,2025-07,53290.7,1
AGH450,2025-09,128884.75,3
AGH450,2025-10,34858.8,1
AGH450,2025-11,145320.85,3
AGH450,2025-12,24808.68,1
AGH450,2026-01,234633.6,8
AGH450,2026-02,135114.8,2
AGH450,2026-03,310214.4,8
AGH450,2026-04,35500.0,1
AGH450,2026-05,74475.0,2
AGH450,2026-06,136029.68,1
AGH462,2025-07,690000.0,3
AGH462,2025-08,147125.1,2
AGH462,2025-09,113257.52,2
AGH462,2025-10,34827.75,1
AGH462,2025-12,10956.33,1
AGH462,2026-01,60624.0,2
AGH462,2026-03,405012.0,8
AGH462,2026-04,117672.76,1
AGH462,2026-06,25480.98,1
AGI594,2025-07,215902.5,4
AGI594,2025-08,57601.53,2
AGI594,2025-09,145454.85,4
AGI594,2025-10,190382.05,5
AGI594,2025-11,837949.02,10
AGI594,2025-12,274933.9,4
AGI594,2026-01,301996.2,6
AGI594,2026-02,-20220.88,4
AGI594,2026-03,950.0,2
AGI594,2026-04,265800.45,4
AGI594,2026-05,40636.0,1
AGI594,2026-06,20222.0,1
AGI595,2026-04,509061.91,2
AGI595,2026-05,41747.91,1
AGI595,2026-06,35434.0,1
AGI624,2025-07,59213.04,1
AGI624,2025-09,419608.72,7
AGI624,2025-11,36572.4,1
AGI624,2025-12,166617.54,3
AGI624,2026-01,-449.1,4
AGI624,2026-03,1251260.09,20
AGI624,2026-04,85786.18,5
AGI624,2026-05,33761.74,1
AGI624,2026-06,846.58,1
AGI632,2026-03,7641020.87,18
AGI632,2026-05,228577.5,2
AGI632,2026-06,223498.0,2
AGI651,2026-04,57249.0,2
AGI651,2026-05,110913.0,1
AGI678,2026-05,520325.98,1
AGI678,2026-06,-484487.28,0
AGJ094,2026-04,685553.66,4
AGJ094,2026-05,114320.41,1
AGJ094,2026-06,271844.86,5
AGJ777,2025-07,333503.45,3
AGJ777,2025-08,259500.0,4
AGJ777,2025-09,320639.55,5
AGJ777,2025-10,131250.0,1
AGJ777,2025-11,-150000.0,0
AGJ777,2025-12,98940.2,1
AGJ777,2026-01,103524.7,2
AGJ777,2026-02,180.0,0
AGJ780,2026-03,705651.8,14
AGJ780,2026-04,202969.1,3
AGJ780,2026-05,62913.12,4
AGJ780,2026-06,106018.88,2
AGJ783,2026-06,92430.04,5
AGJ794,2025-07,194723.95,4
AGJ794,2025-08,254388.96,5
AGJ794,2025-09,112844.46,3
AGJ794,2025-10,58063.5,1
AGJ794,2025-11,228010.1,4
AGJ794,2025-12,182529.0,3
AGJ794,2026-01,177744.6,4
AGJ794,2026-02,143848.9,4
AGJ794,2026-03,462834.2,8
AGJ794,2026-04,65665.0,2
AGJ794,2026-05,72593.7,3
AGJ823,2025-07,109144.8,1
AGJ823,2025-08,50186.88,2
AGJ823,2025-09,156990.09,2
AGJ823,2025-11,44567.6,1
AGJ823,2025-12,615199.95,4
AGJ823,2026-01,51281.8,2
AGJ823,2026-02,1150929.79,6
AGJ823,2026-03,459584.25,4
AGJ823,2026-05,592982.53,2
AGJ823,2026-06,66886.8,1
AGQ142,2026-04,154621.25,5
AGQ142,2026-05,205555.45,5
AGQ142,2026-06,85720.25,3
AGR744,2025-07,81266.1,3
AGR744,2025-08,42121.2,2
AGR744,2025-09,252563.75,4
AGR744,2025-10,93918.6,2
AGR744,2025-11,126750.3,3
AGR744,2025-12,241842.75,5
AGR744,2026-01,545071.0,8
AGR744,2026-02,343383.0,6
AGR744,2026-03,283332.0,6
AGR744,2026-04,30261.0,1
AGR744,2026-05,66509.73,2
AGR744,2026-06,40404.0,1
AGR745,2025-07,236672.95,5
AGR745,2025-08,56098.2,2
AGR745,2025-09,69655.5,2
AGR745,2025-10,204655.64,6
AGR745,2025-11,116242.0,1
AGR745,2025-12,335919.11,6
AGR745,2026-01,294367.26,10
AGR745,2026-02,504604.9,16
AGR745,2026-03,1234226.92,30
AGR745,2026-04,57839.85,2
AGR745,2026-05,197258.85,7
AGR745,2026-06,156456.0,5
AGR752,2025-07,20566.83,1
AGR752,2025-08,60696.0,2
AGR752,2025-09,45499.5,1
AGR752,2025-10,76032.0,3
AGR752,2025-11,918637.5,3
AGR752,2025-12,146136.8,5
AGR752,2026-01,422791.6,14
AGR752,2026-02,342132.48,10
AGR752,2026-03,551846.58,14
AGR752,2026-04,82483.66,2
AGR752,2026-05,136927.04,4
AGR752,2026-06,83438.04,3
AGR769,2026-04,125294.33,2
AGR769,2026-05,161589.0,3
AGR769,2026-06,232360.58,5
AGR778,2026-05,314787.0,5
AGR778,2026-06,20318.0,1
AGR785,2026-04,-502001.95,1
AGR785,2026-05,-2140.69,0
AGR785,2026-06,58757.2,3
AGR790,2025-07,50000.0,1
AGR790,2025-08,410000.0,3
AGR790,2025-09,1447782.6,4
AGR790,2025-11,508981.39,5
AGR790,2025-12,501269.87,1
AGR790,2026-01,1693.16,0
AGR790,2026-02,1693.16,0
AGR790,2026-03,2539.74,0
AGR790,2026-04,24846.58,1
AGR790,2026-05,40846.58,1
AGR792,2026-06,315150.5,5
AGS717,2025-07,59225.0,1
AGS717,2025-08,159940.0,3
AGS717,2025-10,256513.6,2
AGS717,2025-11,275484.92,3
AGS717,2025-12,668098.73,6
AGS717,2026-01,257352.0,4
AGS717,2026-02,-179106.56,4
AGS717,2026-03,183600.0,2
AGS717,2026-04,-82566.02,0
AGS735,2025-08,0.0,1
AGS735,2025-09,788278.12,3
AGS735,2025-10,45000.0,1
AGS735,2025-11,37006.26,1
AGS735,2025-12,1010623.89,4
AGS735,2026-01,-4460.5,0
AGS735,2026-02,884679.58,4
AGS735,2026-03,1741665.48,6
AGS735,2026-05,497943.0,2
AGS735,2026-06,120000.0,1
AGT214,2026-06,430559.44,4
AGW648,2025-07,1518.45,1
AGW648,2025-08,100000.0,1
AGW648,2025-09,300060.53,2
AGW648,2025-10,92000.0,1
AGW648,2025-11,1267.87,1
AGW648,2025-12,423430.11,2
AGW648,2026-03,2535.74,0
AGW648,2026-06,8008.0,1
AGX125,2025-08,56452.14,2
AGX125,2025-09,326100.0,2
AGX125,2025-10,15238.5,1
AGX125,2025-11,333162.0,2
AGX125,2025-12,536507.95,3
AGX125,2026-01,168289.1,6
AGX125,2026-02,152385.0,2
AGX125,2026-03,503527.23,8
AGX125,2026-04,35528.5,1
AGX125,2026-05,22096.0,2
AGX125,2026-06,-10079.37,0
AGX130,2025-07,45715.5,1
AGX130,2025-09,78750.0,1
AGX130,2025-10,274844.47,2
AGX130,2025-11,2249.6,1
AGX130,2025-12,2249.6,0
AGX130,2026-01,242208.0,2
AGX130,2026-02,39823.28,2
AGX130,2026-03,451434.8,8
AGX130,2026-04,24333.6,1
AGX130,2026-05,462413.23,3
AGX130,2026-06,-20094.43,1
AGX133,2026-03,1682833.71,10
AGX133,2026-04,11812.1,0
AGX133,2026-05,9874.69,1
AGX133,2026-06,4011.2,0
AGX147,2025-07,15144.0,1
AGX147,2025-08,93366.03,4
AGX147,2025-09,93003.2,3
AGX147,2025-10,30333.0,1
AGX147,2025-11,247005.1,5
AGX147,2025-12,-47191.46,2
AGX147,2026-01,246878.6,8
AGX147,2026-02,222728.0,2
AGX147,2026-03,240000.0,2
AGX147,2026-04,50520.0,1
AGX147,2026-05,19650.0,1
AGX467,2026-04,3141.4,0
AGX467,2026-05,578419.98,2
AGX467,2026-06,-377707.32,1
AGX534,2026-04,846.58,0
AGX534,2026-05,213451.01,1
AGX534,2026-06,846.58,0
AGY279,2026-06,215063.0,3
AGY281,2025-07,27600.0,1
AGY281,2025-08,58063.5,1
AGY281,2025-09,836628.45,8
AGY281,2025-10,116196.0,1
AGY281,2025-12,739810.1,3
AGY281,2026-01,1283688.11,8
AGY281,2026-02,560832.0,4
AGY281,2026-03,1017300.0,6
AGY281,2026-04,111144.0,0
AGY281,2026-05,-93878.0,1
AGY284,2025-09,887508.15,6
AGY284,2025-10,83456.72,1
AGY284,2025-11,589118.8,2
AGY284,2025-12,69795.0,1
AGY284,2026-01,133531.2,4
AGY284,2026-02,237.6,0
AGY284,2026-03,242589.6,2
AGY284,2026-04,118.8,0
AGY284,2026-05,118.8,0
AGY430,2025-07,254500.0,3
AGY430,2025-08,34500.0,1
AGY430,2025-09,131480.0,2
AGY430,2025-10,35609.0,1
AGY430,2025-11,186598.8,3
AGY430,2025-12,91742.79,4
AGY430,2026-01,108888.8,4
AGY430,2026-02,445192.0,4
AGY430,2026-03,286089.74,8
AGY430,2026-04,38808.0,1
AGY430,2026-05,452808.0,1
AGY430,2026-06,24230.4,1
AGY729,2026-04,-60071.7,2
AGY729,2026-05,345908.1,3
AGY729,2026-06,141540.0,3
AGZ147,2025-07,40644.45,1
AGZ147,2025-08,370568.68,8
AGZ147,2025-09,123288.9,3
AGZ147,2025-10,91790.1,3
AGZ147,2025-12,125496.57,4
AGZ147,2026-01,117126.8,4
AGZ147,2026-02,281148.03,10
AGZ147,2026-03,162410.8,6
AGZ147,2026-04,20000.0,1
AGZ147,2026-05,24242.4,1
AGZ148,2025-07,-39971.86,1
AGZ148,2025-08,215438.7,5
AGZ148,2025-09,631948.05,6
AGZ148,2025-10,-4515.89,2
AGZ148,2025-11,121924.17,1
AGZ148,2025-12,305030.1,4
AGZ148,2026-01,436623.44,10
AGZ148,2026-02,493120.8,12
AGZ148,2026-03,1718950.53,6
AGZ148,2026-05,45530.0,2
AGZ148,2026-06,126744.16,2
AGZ166,2025-07,30354.0,1
AGZ166,2025-08,149023.9,4
AGZ166,2025-09,232398.25,6
AGZ166,2025-10,102505.71,6
AGZ166,2025-11,242465.97,5
AGZ166,2025-12,257549.2,7
AGZ166,2026-01,564984.86,16
AGZ166,2026-02,425026.16,10
AGZ166,2026-03,1188509.54,16
AGZ166,2026-04,-19190.92,1
AGZ166,2026-05,31140.58,1
AHA334,2026-04,528046.74,3
AHA334,2026-05,261336.24,4
AHA334,2026-06,327228.0,1
AHA486,2025-07,57500.0,1
AHA486,2025-08,58098.0,1
AHA486,2025-09,230540.5,3
AHA486,2025-11,70839.0,3
AHA486,2025-12,30354.0,1
AHA486,2026-01,331328.0,4
AHA486,2026-02,155018.0,6
AHA486,2026-03,339638.4,8
AHA486,2026-04,50505.0,1
AHA486,2026-05,146674.6,4
AHA486,2026-06,412371.78,3
AHA487,2026-06,246529.4,4
AHA488,2026-04,116997.2,2
AHA488,2026-05,16147.2,1
AHA488,2026-06,211827.0,1
AHA729,2025-07,269779.75,3
AHA729,2025-08,94893.0,1
AHA729,2025-09,23000.0,1
AHA729,2025-10,138538.44,3
AHA729,2025-11,76758.45,3
AHA729,2025-12,166184.8,2
AHA729,2026-02,147226.12,6
AHA729,2026-03,562288.0,8
AHA729,2026-05,396894.0,3
AHA868,2025-09,300354.72,4
AHA868,2025-10,530769.96,3
AHA868,2025-11,316094.08,5
AHA868,2025-12,97916.88,3
AHA868,2026-01,706714.02,14
AHA868,2026-02,1321080.42,14
AHA868,2026-03,422596.58,4
AHA868,2026-04,30120.0,1
AHA868,2026-05,30120.0,1
AHB044,2025-07,150936.35,3
AHB044,2025-08,34872.6,2
AHB044,2025-09,328238.2,6
AHB044,2025-10,298746.24,5
AHB044,2025-11,183624.24,1
AHB044,2025-12,718229.27,5
AHB044,2026-01,133333.2,4
AHB044,2026-02,41693.16,6
AHB044,2026-03,822113.18,6
AHB044,2026-04,90874.52,2
AHB044,2026-05,76581.58,1
AHD849,2025-08,60549.0,2
AHD849,2025-09,93423.0,2
AHD849,2025-10,231727.35,5
AHD849,2025-11,130252.2,4
AHD849,2025-12,491524.85,5
AHD849,2026-01,438361.4,8
AHD849,2026-02,60618.0,2
AHD849,2026-03,66613.8,2
AHD849,2026-04,84827.4,4
AHD849,2026-05,256497.0,4
AHD849,2026-06,13629.6,1
AHE111,2025-09,127500.0,2
AHE111,2025-10,31500.0,1
AHE111,2025-11,823200.0,3
AHE111,2025-12,31500.0,1
AHE111,2026-01,672000.0,6
AHE111,2026-02,440000.0,4
AHE111,2026-03,1066333.34,6
AHE111,2026-04,7800.0,1
AHE111,2026-05,181174.92,2
AHE111,2026-06,-5024.66,1
AHE118,2025-09,60954.0,1
AHE118,2025-12,180000.25,2
AHE118,2026-01,-62939.44,2
AHE118,2026-02,101254.0,6
AHE118,2026-03,462277.0,6
AHE118,2026-05,25300.0,1
AHE118,2026-06,187902.0,4
AHE119,2026-04,78888.68,1
AHE119,2026-06,110236.3,2
AHE447,2025-07,74907.64,2
AHE447,2025-08,215036.03,5
AHE447,2025-09,180029.92,2
AHE447,2025-10,205154.0,3
AHE447,2025-11,139511.1,2
AHE447,2025-12,497037.0,3
AHE447,2026-01,130297.7,4
AHE447,2026-02,355555.2,4
AHE447,2026-03,311018.4,8
AHE447,2026-04,83306.6,3
AHE447,2026-05,313026.07,4
AHE447,2026-06,113131.2,3
AHE448,2026-04,307760.85,2
AHE448,2026-05,74848.42,2
AHE448,2026-06,374218.93,2
AHE714,2025-07,91215.0,2
AHE714,2025-08,215238.5,3
AHE714,2025-09,221393.04,5
AHE714,2025-10,30477.0,1
AHE714,2025-11,507301.1,5
AHE714,2025-12,306558.65,4
AHE714,2026-01,497411.81,4
AHE714,2026-02,2282590.01,16
AHE714,2026-03,742406.24,6
AHE714,2026-05,308055.0,4
AHE714,2026-06,44960.06,1
AHE941,2025-09,101180.0,1
AHE941,2025-10,40000.0,1
AHE941,2025-11,223659.25,3
AHE941,2025-12,262704.0,1
AHE941,2026-01,-334810.8,2
AHE941,2026-02,727152.0,4
AHE941,2026-04,76200.0,1
AHE942,2026-04,188364.75,3
AHE942,2026-05,154690.39,3
AHE942,2026-06,104156.32,1
AHE961,2025-07,321855.5,3
AHE961,2025-08,58063.5,1
AHE961,2025-09,738964.6,4
AHE961,2025-10,76192.5,1
AHE961,2025-11,707500.0,2
AHE961,2025-12,362650.2,3
AHE961,2026-01,211078.0,4
AHE961,2026-03,545544.0,4
AHE961,2026-04,100000.0,1
AHE961,2026-06,121248.0,1
AHE971,2025-09,202150.0,4
AHE971,2025-10,40472.0,1
AHE971,2025-11,170270.72,5
AHE971,2025-12,91091.61,4
AHE971,2026-01,196175.11,6
AHE971,2026-02,238720.8,8
AHE971,2026-03,409133.28,8
AHE971,2026-04,59659.1,2
AHE971,2026-05,36392.4,1
AHE971,2026-06,161730.5,4
AHF026,2026-05,712774.27,6
AHF026,2026-06,343006.32,7
AHF033,2025-10,48266.54,1
AHF033,2025-11,76018.2,2
AHF033,2026-02,80683.2,2
AHF033,2026-03,5042587.21,10
AHF033,2026-04,-20127.27,0
AHF033,2026-05,19861.24,2
AHF033,2026-06,872.73,0
AHF083,2025-07,15238.5,1
AHF083,2025-08,12190.8,1
AHF083,2025-09,69184.0,1
AHF083,2025-10,15238.5,0
AHF083,2025-11,167479.5,3
AHF083,2025-12,60810.0,3
AHF083,2026-01,92488.5,4
AHF083,2026-02,82714.94,6
AHF083,2026-03,32791.5,2
AHF083,2026-04,90855.0,1
AHF083,2026-05,55990.6,2
AHF083,2026-06,-4014.95,1
AHF240,2026-04,127724.9,4
AHF240,2026-05,89619.45,4
AHF240,2026-06,103849.3,4
AHF369,2025-10,128127.0,2
AHF369,2025-12,52335.23,1
AHF369,2026-01,333212.0,4
AHF369,2026-02,914340.96,8
AHF369,2026-03,1525286.51,14
AHF369,2026-04,179403.14,2
AHF369,2026-05,320612.31,5
AHF369,2026-06,83871.08,1
AHF374,2026-04,3152.45,0
AHF374,2026-05,566609.34,3
AHF374,2026-06,104112.45,2
AHF385,2025-08,337146.65,2
AHF385,2025-09,136018.1,2
AHF385,2025-11,98088.1,2
AHF385,2025-12,587202.0,1
AHF385,2026-01,969588.0,4
AHF385,2026-02,2286202.8,4
AHF385,2026-03,245209.24,12
AHF385,2026-04,-125233.74,1
AHF385,2026-05,42411.6,1
AHF393,2025-09,40456.0,1
AHF393,2025-11,81249.57,2
AHF393,2025-12,984367.29,5
AHF393,2026-01,-174996.51,4
AHF393,2026-02,48619.2,2
AHF393,2026-05,820567.76,2
AHF393,2026-06,179976.84,1
AHF517,2025-07,71673.69,1
AHF517,2025-08,50120.41,2
AHF517,2025-09,93300.55,3
AHF517,2025-10,94195.83,4
AHF517,2025-11,231793.96,8
AHF517,2025-12,435874.64,9
AHF517,2026-01,786390.5,14
AHF517,2026-02,341667.86,8
AHF517,2026-03,907404.2,16
AHF517,2026-04,308958.13,3
AHF517,2026-05,222255.0,2
AHF517,2026-06,43833.9,4
AHF731,2026-04,4027.66,0
AHF731,2026-05,659335.38,4
AHF731,2026-06,52161.66,1
AHF782,2026-04,92193.1,5
AHF782,2026-05,1305104.76,5
AHF782,2026-06,914004.2,6
AHF783,2026-04,136397.9,3
AHF783,2026-05,437109.47,4
AHF783,2026-06,256501.39,2
AHG553,2025-08,45468.0,1
AHG553,2025-09,115885.5,1
AHG553,2025-10,556610.0,2
